Source_Category,Source_Node,Target_Category,Target_Node,Topological_Score,Cooccurrence_Score,Bridge_Bonus,Predicted_Link_Strength
Mechanism,bayesian-inference-probabilistic-computation,Method,langevin-dynamics,1,0.0,0.0,2.0
Phenomenon,photodetection-qe,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Phenomenon,photodetection-qe,Material,microtubules,1,-0.2,0.0,2.0
Phenomenon,photodetection-qe,Material,quantum-dots,1,-0.2,0.0,2.0
Phenomenon,photodetection-qe,Material,quantum-systems,1,-0.141,0.0,2.0
Phenomenon,thermodynamic-uncertainty-relations-results,Material,chemical-oscillators,1,-0.2,0.0,2.0
Phenomenon,thermodynamic-uncertainty-relations-results,Material,chemical-fuel,1,-0.2,0.0,2.0
Phenomenon,ness-states,Material,living-cells-and-tissues,1,-0.104,0.0,2.0
Phenomenon,ness-states,Material,lipid-bilayers,1,-0.48,0.0,2.0
Phenomenon,ness-states,Material,molecular-force-fields,1,-0.31,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Application,neuromorphic-computing--hardware,1,-0.575,0.0,2.0
Phenomenon,ness-states,Material,chemical-oscillators,1,-0.31,0.0,2.0
Phenomenon,dissipation-accuracy-tradeoff,Material,living-cells-and-tissues,1,-0.533,0.0,2.0
Phenomenon,dissipation-accuracy-tradeoff,Material,metals,1,0.0,0.0,2.0
Phenomenon,dissipation-accuracy-tradeoff,Material,chemical-oscillators,1,-0.316,0.0,2.0
Phenomenon,dissipation-accuracy-tradeoff,Material,chemical-fuel,1,-0.316,0.0,2.0
Phenomenon,thermodynamic-uncertainty-relations-results,Material,living-cells-and-tissues,1,-0.135,0.0,2.0
Method,dna-directed-assembly,Application,data-storage,1,-0.31,0.0,2.0
Method,evaporation-driven-assembly,Application,neuromorphic-computing--hardware,1,-0.31,0.0,2.0
Method,evaporation-driven-assembly,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,evaporation-driven-assembly,Application,nanotechnology--micro-assembly,1,-0.2,0.0,2.0
Method,capillarity-assisted-particle-assembly,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,capillarity-assisted-particle-assembly,Application,sensing-general,1,-0.2,0.0,2.0
Mechanism,physical-embodied-computation,Method,time-series-analysis,1,0.0,0.0,2.0
Mechanism,shape-memory,Method,composite-fabrication,1,-0.237,0.0,2.0
Mechanism,shape-memory,Method,mechanical-testing,1,-0.525,0.0,2.0
Mechanism,phase-conformation-memory,Method,magnetic-measurements,1,0.0,0.0,2.0
Mechanism,supervised-learning-algorithms,Method,ml-classificationregression-svm-mlp-k-means-som,1,-0.335,0.0,2.0
Method,polymer-synthesis-processing,Application,sensing-general,1,-0.2,0.0,2.0
Method,polymer-synthesis-processing,Application,self-healing-materials-applications,1,-0.2,0.0,2.0
Method,polymer-synthesis-processing,Application,reconfigurable-systems--modular-robotics,1,-0.2,0.0,2.0
Method,polymer-synthesis-processing,Application,energy-harvesting,1,0.0,0.0,2.0
Method,polymer-synthesis-processing,Application,unconventional--physical-computing,1,-0.2,0.0,2.0
Method,3d-printing-additive-manufacturing,Application,energy-harvesting,1,0.0,0.0,2.0
Method,3d-printing-additive-manufacturing,Application,lab-on-a-chip--microfluidics-applications,1,0.0,0.0,2.0
Mechanism,supervised-learning-algorithms,Method,artificial-neural-networks,1,0.0,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Material,nanowires,1,-0.052,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Material,quantum-dots,1,-0.31,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Material,nematic-lcs,1,-0.31,0.0,2.0
Mechanism,supervised-learning-algorithms,Method,network-topology-analysis,1,-0.316,0.0,2.0
Phenomenon,autonomous-self-propulsion,Material,shape-memory-polymers-smps,1,-0.334,0.0,2.0
Mechanism,supervised-learning-algorithms,Method,network-modeling,1,-0.49,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Material,ion-exchange-polymer-nafion,1,-0.31,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Material,microcapsule-composites,1,-0.313,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Material,mechanical-metamaterials,1,-0.237,0.0,2.0
Phenomenon,acoustic-response,Material,ion-exchange-polymer-nafion,1,-0.2,0.0,2.0
Phenomenon,acoustic-response,Material,catalytic-particles,1,-0.31,0.0,2.0
Phenomenon,acoustic-response,Material,active-matter-fluids,1,-0.447,0.0,2.0
Phenomenon,acoustic-response,Material,granular-media,1,-0.2,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Material,ferrofluids,1,-0.447,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Material,active-matter-fluids,1,-0.707,0.0,2.0
Phenomenon,magnetoreception,Material,magneto-elastic-composites,1,-0.333,0.0,2.0
Phenomenon,magnetoreception,Material,microtubules,1,-0.447,0.0,2.0
Phenomenon,magnetoreception,Material,metals,1,-0.333,0.0,2.0
Method,network-topology-analysis,Application,neuromorphic-computing--hardware,1,-0.31,0.0,2.0
Method,molecular-dynamics-md,Application,neuromorphic-computing--hardware,1,-0.31,0.0,2.0
Method,monte-carlo-mc,Application,artificial-cells--protocells,1,0.0,0.0,2.0
Method,langevin-dynamics,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,discrete-element-method-dem,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,agent-based-modeling-abm,Application,reconfigurable-systems--modular-robotics,1,-0.548,0.0,2.0
Method,finite-element-method-femfea,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,neuroimaging,Application,reconfigurable-systems--modular-robotics,1,0.0,0.0,2.0
Method,neuroimaging,Application,microrobotics,1,0.0,0.0,2.0
Method,neuroimaging,Application,flexible-electronics,1,0.0,0.0,2.0
Method,neuroimaging,Application,bioelectronics,1,0.0,0.0,2.0
Method,neuroimaging,Application,tissue-engineering,1,0.0,0.0,2.0
Method,composite-fabrication,Application,self-healing-materials-applications,1,-0.31,0.0,2.0
Method,dna-synthesis-functionalization,Application,nanotechnology--micro-assembly,1,-0.2,0.0,2.0
Method,drop-casting,Application,neuromorphic-computing--hardware,1,-0.31,0.0,2.0
Method,x-ray-techniques,Application,quantum-technologies,1,0.0,0.0,2.0
Method,neuroimaging,Application,bioengineering--biomedical-devices,1,0.0,0.0,2.0
Method,capillarity-assisted-particle-assembly,Application,self-healing-materials-applications,1,-0.2,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Material,fe3o4-nanoparticles,1,-0.201,0.0,2.0
Phenomenon,manipulation-grasping-transport-release,Material,ion-exchange-polymer-nafion,1,-0.316,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Material,ion-exchange-polymer-nafion,1,-0.424,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Material,phase-change-composites,1,-0.112,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Material,mechanical-metamaterials,1,-0.217,0.0,2.0
Phenomenon,autonomous-self-propulsion,Material,chemical-oscillators,1,-0.566,0.0,2.0
Mechanism,algorithmic-adaptation-learning,Method,reinforcement-learning,1,-0.31,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Material,pnipam-networks-in-ionic-liquid,1,-0.112,0.0,2.0
Mechanism,environmental-memory,Method,agent-based-modeling-abm,1,0.0,0.0,2.0
Phenomenon,autonomous-self-propulsion,Material,btf-interface,1,-0.335,0.0,2.0
Phenomenon,autonomous-self-propulsion,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Phenomenon,autonomous-self-propulsion,Material,living-cells-and-tissues,1,-0.334,0.0,2.0
Mechanism,dynamic-state-memory,Method,numerical-ode-pde-solvers,1,-0.566,0.0,2.0
Phenomenon,autonomous-self-propulsion,Material,ferrofluids,1,-0.533,0.0,2.0
Method,biological-assays,Application,bioelectronics,1,0.0,0.0,2.0
Method,biological-assays,Application,tissue-engineering,1,0.0,0.0,2.0
Method,surface-functionalization,Application,biosensing,1,0.0,0.0,2.0
Method,surface-functionalization,Application,nanotechnology--micro-assembly,1,0.0,0.0,2.0
Mechanism,dynamic-state-memory,Method,electrical-measurements,1,-0.197,0.0,2.0
Mechanism,cellular-tissue-plasticity,Method,mechanical-testing,1,-0.417,0.0,2.0
Method,backpropagation-and-training,Application,flexible-electronics,1,-0.2,0.0,2.0
Method,topology-optimization,Application,energy-harvesting,1,0.0,0.0,2.0
Method,topology-optimization,Application,unconventional--physical-computing,1,-0.31,0.0,2.0
Method,feedback-control-loops,Application,tissue-engineering,1,0.0,0.0,2.0
Method,dynamic-light-scattering,Application,nanotechnology--micro-assembly,1,-0.2,0.0,2.0
Method,magnetic-measurements,Application,microrobotics,1,0.0,0.0,2.0
Method,artificial-neural-networks,Application,flexible-electronics,1,0.0,0.0,2.0
Method,artificial-neural-networks,Application,unconventional--physical-computing,1,0.0,0.0,2.0
Method,time-series-analysis,Application,neuromorphic-computing--hardware,1,0.0,0.0,2.0
Method,information-theory-metrics,Application,materials-discovery--design,1,0.0,0.0,2.0
Method,finite-element-method-femfea,Application,reconfigurable-systems--modular-robotics,1,-0.316,0.0,2.0
Method,finite-element-method-femfea,Application,unconventional--physical-computing,1,-0.316,0.0,2.0
Method,network-modeling,Application,reconfigurable-systems--modular-robotics,1,-0.31,0.0,2.0
Mechanism,synaptic-plasticity,Method,reinforcement-learning,1,0.0,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Method,reinforcement-learning,1,0.0,0.0,2.0
Method,surface-functionalization,Application,data-storage,1,0.0,0.0,2.0
Method,modeling-cell--tissue,Application,tissue-engineering,1,0.0,0.0,2.0
Method,biological-assays,Application,bioengineering--biomedical-devices,1,0.0,0.0,2.0
Method,biological-assays,Application,microrobotics,1,0.0,0.0,2.0
Phenomenon,classification--regression-performance,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Method,statistical-analysis,1,0.0,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,mechanical-metamaterials,1,-0.367,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Method,langevin-dynamics,1,0.0,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,fe3o4-nanoparticles,1,-0.201,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,ferrofluids,1,-0.233,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,active-matter-fluids,1,-0.422,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,pnipam-networks-in-ionic-liquid,1,-0.112,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,shape-memory-polymers-smps,1,-0.191,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,ion-exchange-polymer-nafion,1,-0.424,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,phase-change-composites,1,-0.112,0.0,2.0
Phenomenon,bio-inspired-actuation,Material,btf-interface,1,-0.112,0.0,2.0
Mechanism,unsupervised-correlation-learning-algorithms,Method,information-theory-metrics,1,-0.2,0.0,2.0
Material,conductive-filler-composites,Application,sensing-general,0,1.0,1.0,2.0
Material,misc-polymers,Application,sensing-general,0,1.0,1.0,2.0
Material,ion-exchange-polymer-nafion,Application,nanotechnology--micro-assembly,0,1.0,1.0,2.0
Material,ion-exchange-polymer-nafion,Application,unconventional--physical-computing,0,1.0,1.0,2.0
Material,ion-exchange-polymer-nafion,Application,data-storage,0,1.0,1.0,2.0
Material,ion-exchange-polymer-nafion,Application,self-healing-materials-applications,0,1.0,1.0,2.0
Material,microtubules,Application,self-healing-materials-applications,0,1.0,1.0,2.0
Mechanism,unsupervised-correlation-learning-algorithms,Method,electrical-measurements,1,-0.417,0.0,2.0
Mechanism,developmental-plasticity,Method,modeling-cell--tissue,1,-0.316,0.0,2.0
Mechanism,developmental-plasticity,Method,feedback-control-loops,1,-0.316,0.0,2.0
Mechanism,cellular-tissue-plasticity,Method,modeling-cell--tissue,1,-0.316,0.0,2.0
Mechanism,cellular-tissue-plasticity,Method,biological-assays,1,0.0,0.0,2.0
Mechanism,cellular-tissue-plasticity,Method,feedback-control-loops,1,-0.316,0.0,2.0
Mechanism,cellular-tissue-plasticity,Method,agent-based-modeling-abm,1,-0.548,0.0,2.0
Material,microtubules,Application,reconfigurable-systems--modular-robotics,0,1.0,1.0,2.0
Material,microtubules,Application,nanotechnology--micro-assembly,0,1.0,1.0,2.0
Material,microtubules,Application,unconventional--physical-computing,0,1.0,1.0,2.0
Material,microtubules,Application,data-storage,0,1.0,1.0,2.0
Material,aqueous-electrolytes,Application,sensing-general,0,1.0,1.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Material,molecular-force-fields,1,-0.2,0.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Material,granular-media,1,-0.2,0.0,2.0
Mechanism,cellular-tissue-plasticity,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,discrete-nanostructure-formation,Material,artificial-chemistries,1,0.0,0.0,2.0
Phenomenon,statistical-inference-computations,Material,lipid-bilayers,1,-0.31,0.0,2.0
Phenomenon,statistical-inference-computations,Material,molecular-force-fields,1,-0.2,0.0,2.0
Phenomenon,statistical-inference-computations,Material,granular-media,1,-0.2,0.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Material,dna,1,-0.139,0.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Material,lipid-bilayers,1,-0.31,0.0,2.0
Phenomenon,logical-operation-execution,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Phenomenon,logical-operation-execution,Material,other-nanoparticles,1,-0.424,0.0,2.0
Phenomenon,logical-operation-execution,Material,nematic-lcs,1,-0.2,0.0,2.0
Phenomenon,logical-operation-execution,Material,elastomers-general,1,0.0,0.0,2.0
Phenomenon,defect-pattern-formation,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Mechanism,cellular-tissue-plasticity,Method,mechanical-input-control,1,-0.316,0.0,2.0
Phenomenon,defect-pattern-formation,Material,catalytic-particles,1,-0.48,0.0,2.0
Phenomenon,defect-pattern-formation,Material,quantum-dots,1,-0.31,0.0,2.0
Phenomenon,defect-pattern-formation,Material,active-matter-fluids,1,-0.693,0.0,2.0
Phenomenon,defect-pattern-formation,Material,granular-media,1,-0.31,0.0,2.0
Phenomenon,surface-topography-patterning,Material,mechanical-metamaterials,1,-0.566,0.0,2.0
Phenomenon,surface-topography-patterning,Material,fe3o4-nanoparticles,1,-0.31,0.0,2.0
Phenomenon,surface-topography-patterning,Material,catalytic-particles,1,-0.31,0.0,2.0
Phenomenon,surface-topography-patterning,Material,aqueous-electrolytes,1,-0.2,0.0,2.0
Phenomenon,surface-topography-patterning,Material,active-matter-fluids,1,-0.447,0.0,2.0
Phenomenon,surface-topography-patterning,Material,granular-media,1,-0.2,0.0,2.0
Phenomenon,surface-topography-patterning,Material,wave-propagation-media,1,-0.2,0.0,2.0
Phenomenon,defect-pattern-formation,Material,ion-exchange-polymer-nafion,1,-0.31,0.0,2.0
Phenomenon,periodic-pattern-formation,Material,active-matter-fluids,1,-0.949,0.0,2.0
Phenomenon,periodic-pattern-formation,Material,chemical-oscillators,1,-0.424,0.0,2.0
Phenomenon,surface-topography-patterning,Material,ion-exchange-polymer-nafion,1,-0.2,0.0,2.0
Phenomenon,periodic-pattern-formation,Material,ion-exchange-polymer-nafion,1,-0.424,0.0,2.0
Phenomenon,periodic-pattern-formation,Material,self-assembling-peptides,1,-0.393,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,periodic-pattern-formation,Material,catalytic-particles,1,-0.657,0.0,2.0
Phenomenon,active-turbulence,Material,fe3o4-nanoparticles,1,-0.49,0.0,2.0
Phenomenon,active-turbulence,Material,aqueous-electrolytes,1,-0.316,0.0,2.0
Phenomenon,active-turbulence,Material,granular-media,1,-0.316,0.0,2.0
Phenomenon,active-turbulence,Material,wave-propagation-media,1,-0.316,0.0,2.0
Phenomenon,collective-rotation--milling,Material,ion-exchange-polymer-nafion,1,-0.316,0.0,2.0
Phenomenon,collective-rotation--milling,Material,mechanical-metamaterials,1,-0.559,0.0,2.0
Phenomenon,collective-rotation--milling,Material,fe3o4-nanoparticles,1,-0.49,0.0,2.0
Phenomenon,clustering--aggregation--phase-separation,Material,mechanical-metamaterials,1,-0.183,0.0,2.0
Phenomenon,clustering--aggregation--phase-separation,Material,catalytic-particles,1,-0.237,0.0,2.0
Mechanism,driven-by-physical-forces-dynamics,Method,mechanical-property-testing,1,0.0,0.0,2.0
Phenomenon,clustering--aggregation--phase-separation,Material,active-matter-fluids,1,-0.738,0.0,2.0
Mechanism,driven-by-physical-forces-dynamics,Method,mechanical-testing,1,-0.152,0.0,2.0
Phenomenon,active-turbulence,Material,ion-exchange-polymer-nafion,1,-0.316,0.0,2.0
Phenomenon,active-turbulence,Material,mechanical-metamaterials,1,-0.559,0.0,2.0
Phenomenon,collective-motion--phase-behavior,Material,lipid-bilayers,1,-0.237,0.0,2.0
Mechanism,collective-swarm-computation,Method,time-series-analysis,1,0.0,0.0,2.0
Mechanism,collective-swarm-computation,Method,statistical-analysis,1,-0.348,0.0,2.0
Mechanism,collective-swarm-computation,Method,network-topology-analysis,1,0.0,0.0,2.0
Phenomenon,flocking--schooling--swarming,Material,living-cells-and-tissues,1,-0.095,0.0,2.0
Phenomenon,clustering--aggregation--phase-separation,Material,block-copolymers,1,-0.335,0.0,2.0
Phenomenon,dynamic-chemicalcellular-patterns,Material,microtubules,1,-0.424,0.0,2.0
Phenomenon,dynamic-chemicalcellular-patterns,Material,wave-propagation-media,1,-0.424,0.0,2.0
Phenomenon,algorithmically-generated-patterns,Material,dna,1,-0.139,0.0,2.0
Phenomenon,algorithmically-generated-patterns,Material,artificial-chemistries,1,0.0,0.0,2.0
Phenomenon,collective-motion--phase-behavior,Material,ion-exchange-polymer-nafion,1,-0.566,0.0,2.0
Phenomenon,collective-motion--phase-behavior,Material,mechanical-metamaterials,1,-0.183,0.0,2.0
Mechanism,collective-swarm-computation,Method,numerical-ode-pde-solvers,1,0.0,0.0,2.0
Theory,embodied-intelligence-conceptual,Material,nematic-lcs,1,-0.539,0.0,2.0
Theory,collective-intelligence-conceptual,Material,active-matter-fluids,1,-0.503,0.0,2.0
Theory,collective-intelligence-conceptual,Material,artificial-chemistries,1,0.0,0.0,2.0
Mechanism,equilibrium-self-assembly,Method,surface-functionalization,1,0.0,0.0,2.0
Mechanism,equilibrium-self-assembly,Method,statistical-analysis,1,-0.647,0.0,2.0
Theory,magnetic-field-theory,Material,mechanical-metamaterials,1,-0.566,0.0,2.0
Theory,magnetic-field-theory,Material,fe3o4-nanoparticles,1,-0.31,0.0,2.0
Theory,magnetic-field-theory,Material,nematic-lcs,1,-0.2,0.0,2.0
Theory,magnetic-field-theory,Material,liquid-crystal-elastomers-lces,1,-0.548,0.0,2.0
Theory,magnetic-field-theory,Material,iontronic-devices,1,-0.424,0.0,2.0
Theory,magnetic-field-theory,Material,chemical-oscillators,1,-0.2,0.0,2.0
Theory,magnetic-field-theory,Material,elastomers-general,1,-0.539,0.0,2.0
